Poll_ID,Pollster,Date,n,Period,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT04211105W,GMS,2021-11-05,1005,01.11.–04.11.,21,26,16,15,4,10,NA
BT03211106F,Verian,2021-11-06,1417,27.10.–02.11.,22,25,16,13,5,10,NA
BT05211106K,INSA,2021-11-06,1212,01.11.–05.11.,21,27,15,14,5,11,NA
BT05211108M,INSA,2021-11-08,2112,05.11.–08.11.,20.5,26.5,16,13.5,5.5,10.5,NA
BT02211109A,Forsa,2021-11-09,2502,02.11.–08.11.,22,25,16,14,5,9,NA
BT06211112Q,Forschungsgruppe Wahlen,2021-11-12,1257,09.11.–11.11.,20,28,16,13,5,11,NA
BT03211113G,Verian,2021-11-13,1424,03.11.–09.11.,21,25,16,14,6,10,NA
BT05211113N,INSA,2021-11-13,1202,08.11.–12.11.,22,26,15,13,5,11,NA
BT05211115O,INSA,2021-11-15,2091,12.11.–15.11.,21,27,15,13,5.5,11.5,NA
BT02211116B,Forsa,2021-11-16,2510,09.11.–15.11.,22,24,17,12,5,10,NA
BT09211118A,Allensbach,2021-11-18,1016,29.10.–11.11.,23,27,15,14,5.5,9.5,NA
BT03211120H,Verian,2021-11-20,1433,10.11.–16.11.,21,24,18,12,6,11,NA
BT05211120P,INSA,2021-11-20,1501,15.11.–19.11.,21,26,15,13,5,12,NA
BT05211122Q,INSA,2021-11-22,2096,19.11.–22.11.,22,26,14,14,5.5,11,NA
BT02211123C,Forsa,2021-11-23,2501,16.11.–22.11.,22,24,17,12,5,10,NA
BT01211125X,Infratest dimap,2021-11-25,1239,23.11.–24.11.,21,25,17,13,5,11,NA
BT06211126R,Forschungsgruppe Wahlen,2021-11-26,1344,23.11.–25.11.,19,28,17,13,5,11,NA
BT13211126L,YouGov,2021-11-26,1797,19.11.–23.11.,23,25,16,11,6,12,NA
BT03211127I,Verian,2021-11-27,1424,17.11.–23.11.,22,24,18,11,6,11,NA
BT05211127R,INSA,2021-11-27,1403,22.11.–26.11.,21,26,15,13,6,12,NA
BT05211129S,INSA,2021-11-29,2129,26.11.–29.11.,21,25,16,14,5.5,11,NA
BT02211130D,Forsa,2021-11-30,2509,23.11.–29.11.,22,24,17,12,5,10,NA
BT01211202Y,Infratest dimap,2021-12-02,1316,29.11.–01.12.,23,25,17,12,5,11,NA
BT03211204J,Verian,2021-12-04,1425,24.11.–30.11.,20,27,16,12,6,11,NA
BT05211204T,INSA,2021-12-04,1348,29.11.–03.12.,21,26,15,13,5,12,NA
BT05211206U,INSA,2021-12-06,2119,03.12.–06.12.,22,26,15,13.5,5.5,11.5,NA
BT02211207E,Forsa,2021-12-07,2503,30.11.–06.12.,22,25,17,11,5,10,NA
BT01211209A,Infratest dimap,2021-12-09,1266,07.12.–08.12.,23,26,16,12,5,11,NA
BT06211210S,Forschungsgruppe Wahlen,2021-12-10,1303,07.12.–09.12.,21,28,17,12,5,10,NA
BT03211211K,Verian,2021-12-11,1439,01.12.–07.12.,21,28,15,11,5,11,NA
BT05211211V,INSA,2021-12-11,1480,06.12.–10.12.,22,26,15,13,5,11,NA
BT05211213W,INSA,2021-12-13,2221,10.12.–13.12.,22,27,14.5,13,5.5,11.5,NA
BT02211214F,Forsa,2021-12-14,2509,07.12.–13.12.,23,26,15,11,5,10,NA
BT13211217M,YouGov,2021-12-17,1715,10.12.–14.12.,23,27,16,10,6,11,NA
BT03211218L,Verian,2021-12-18,1440,08.12.–14.12.,22,27,16,11,5,10,NA
BT05211218X,INSA,2021-12-18,1501,13.12.–18.12.,23,27,14,12,5,12,NA
BT05211220Y,INSA,2021-12-20,2075,17.12.–20.12.,21.5,27.5,14.5,13,5.5,11.5,NA
BT02211221G,Forsa,2021-12-21,2501,14.12.–20.12.,24,26,16,10,5,9,NA
BT09211222B,Allensbach,2021-12-22,1069,01.12.–15.12.,24,26,15,13,5,10.5,NA
BT05211226A,INSA,2021-12-26,1195,20.12.–23.12.,23,28,15,11,5,11,NA
BT03211227M,Verian,2021-12-27,1436,14.12.–16.12.,22,27,16,11,5,11,NA
BT05220101B,INSA,2022-01-01,1201,27.12.–30.12.,24,27,16,10,5,11,NA
BT05220103C,INSA,2022-01-03,2060,30.12.–03.01.,23,26.5,15.5,11,6,11.5,NA
BT04220104X,GMS,2022-01-04,1003,29.12.–03.01.,24,26,16,12,4,11,NA
BT01220106B,Infratest dimap,2022-01-06,1325,03.01.–05.01.,23,26,16,11,5,11,NA
BT05220108D,INSA,2022-01-08,1504,03.01.–08.01.,23,27,16,12,5,11,NA
BT05220110E,INSA,2022-01-10,2107,07.01.–10.01.,23,26.5,15,12,5,12,NA
BT02220111H,Forsa,2022-01-11,3003,03.01.–10.01.,25,25,17,10,5,9,NA
BT06220114T,Forschungsgruppe Wahlen,2022-01-14,1128,11.01.–13.01.,22,27,16,11,6,10,NA
BT03220115N,Verian,2022-01-15,1426,05.01.–11.01.,23,26,17,10,6,10,NA
BT05220115F,INSA,2022-01-15,1504,10.01.–14.01.,23,27,16,11,5,12,NA
BT05220117G,INSA,2022-01-17,2130,14.01.–17.01.,22.5,26,15.5,12,6,12,NA
BT02220118I,Forsa,2022-01-18,2504,11.01.–17.01.,25,25,16,10,5,10,NA
BT01220120C,Infratest dimap,2022-01-20,1424,18.01.–19.01.,24,25,16,10,5,12,NA
BT03220122O,Verian,2022-01-22,1441,12.01.–18.01.,22,26,17,9,6,12,NA
BT05220122H,INSA,2022-01-22,1204,17.01.–21.01.,23,26,16,12,6,12,NA
BT05220124I,INSA,2022-01-24,2146,21.01.–24.01.,24,26,15,11.5,6,11,NA
BT02220125J,Forsa,2022-01-25,2502,18.01.–24.01.,24,25,16,10,6,10,NA
BT09220126C,Allensbach,2022-01-26,1090,06.01.–20.01.,23,27.5,14.5,12.5,5.5,10,NA
BT06220128U,Forschungsgruppe Wahlen,2022-01-28,1249,25.01.–27.01.,23,24,18,10,7,10,NA
BT13220128N,YouGov,2022-01-28,1602,21.01.–25.01.,26,23,15,8,8,12,NA
BT03220129P,Verian,2022-01-29,1415,19.01.–25.01.,24,24,18,10,6,10,NA
BT05220129J,INSA,2022-01-29,1383,24.01.–28.01.,24,26,16,11,6,11,NA
BT05220131K,INSA,2022-01-31,2147,28.01.–31.01.,25,24,15,12.5,6.5,10,NA
BT02220201K,Forsa,2022-02-01,2501,25.01.–31.01.,27,23,16,9,6,10,NA
BT01220203D,Infratest dimap,2022-02-03,1339,31.01.–02.02.,27,22,16,10,5,12,NA
BT03220205Q,Verian,2022-02-05,1410,26.01.–01.02.,24,24,17,9,6,11,NA
BT05220205L,INSA,2022-02-05,1202,01.02.–04.02.,27,22,16,11,6,11,NA
BT05220207M,INSA,2022-02-07,2067,04.02.–07.02.,26,23,15,12,7,11,NA
BT02220208L,Forsa,2022-02-08,2502,01.02.–07.02.,27,22,16,9,6,10,NA
BT06220211V,Forschungsgruppe Wahlen,2022-02-11,1224,08.02.–10.02.,25,25,16,9,6,11,NA
BT03220212R,Verian,2022-02-12,1287,01.02.–08.02.,26,22,16,10,6,12,NA
BT05220212N,INSA,2022-02-12,1504,07.02.–11.02.,26,22,16,11,6,12,NA
BT05220214O,INSA,2022-02-14,2141,11.02.–14.02.,26,22.5,15,12,6,12,NA
BT02220215M,Forsa,2022-02-15,2504,08.02.–14.02.,27,23,16,9,6,9,NA
BT01220217E,Infratest dimap,2022-02-17,1202,15.02.–16.02.,26,24,15,9,5,12,NA
BT03220219S,Verian,2022-02-19,1434,08.02.–15.02.,24,24,16,10,6,12,NA
BT05220219P,INSA,2022-02-19,1303,14.02.–18.02.,27,22,15,11,7,12,NA
BT05220221Q,INSA,2022-02-21,1539,18.02.–21.02.,27,23,14.5,12.5,6,11,NA
BT13220221O,YouGov,2022-02-21,1659,10.02.–15.02.,27,21,17,9,7,11,NA
BT02220222N,Forsa,2022-02-22,2500,15.02.–21.02.,27,23,17,9,6,9,NA
BT09220224D,Allensbach,2022-02-24,1033,03.02.–16.02.,27,25,15,10.5,6,10,NA
BT03220226T,Verian,2022-02-26,1432,16.02.–22.02.,25,26,17,9,7,10,NA
BT05220227R,INSA,2022-02-27,1405,21.02.–25.02.,26,23,15,11,7,12,NA
BT02220301O,Forsa,2022-03-01,1500,24.02.–28.02.,26,25,18,9,6,7,NA
BT04220301Y,GMS,2022-03-01,1005,23.02.–26.02.,27,24,15,10,6,9,NA
BT05220301S,INSA,2022-03-01,2067,25.02.–28.02.,27,23,15.5,11,6.5,10.5,NA
BT06220302W,Forschungsgruppe Wahlen,2022-03-02,1103,21.02.–23.02.,24,26,17,9,6,11,NA
BT01220303F,Infratest dimap,2022-03-03,1320,28.02.–02.03.,26,25,16,9,5,11,NA
BT03220305U,Verian,2022-03-05,1405,23.02.–01.03.,26,26,17,8,6,10,NA
BT05220305T,INSA,2022-03-05,1185,28.02.–04.03.,25,25,15,11,6,11,NA
BT05220307V,INSA,2022-03-07,2103,04.03.–07.03.,24.5,25,15.5,11,6,10.5,NA
BT02220308P,Forsa,2022-03-08,2501,01.03.–07.03.,25,26,18,9,6,7,NA
BT06220311X,Forschungsgruppe Wahlen,2022-03-11,1345,08.03.–10.03.,24,27,18,9,5,10,NA
BT13220311P,YouGov,2022-03-11,1629,04.03.–08.03.,26,23,16,9,6,11,NA
BT03220312V,Verian,2022-03-12,1426,02.03.–08.03.,26,25,19,8,5,10,NA
BT05220312B,INSA,2022-03-12,1201,07.03.–11.03.,24,26,16,10,6,10,NA
BT05220314C,INSA,2022-03-14,2073,11.03.–14.03.,25.5,25,15.5,10.5,5,10.5,NA
BT02220315Q,Forsa,2022-03-15,2502,08.03.–14.03.,26,25,18,9,5,9,NA
BT01220317G,Infratest dimap,2022-03-17,1254,15.03.–16.03.,26,25,17,9,4,11,NA
BT03220319W,Verian,2022-03-19,1416,09.03.–15.03.,26,26,19,8,5,9,NA
BT05220319D,INSA,2022-03-19,1198,14.03.–18.03.,26,26,16,10,5,10,NA
BT05220321E,INSA,2022-03-21,2122,18.03.–21.03.,26.5,24.5,16.5,11,4.5,11,NA
BT02220322R,Forsa,2022-03-22,2501,15.03.–21.03.,27,23,18,10,5,9,NA
BT09220324E,Allensbach,2022-03-24,1041,09.03.–21.03.,25,25,17,10.5,5,10,NA
BT03220326X,Verian,2022-03-26,1429,16.03.–22.03.,25,26,18,9,6,9,NA
BT05220326F,INSA,2022-03-26,1205,21.03.–25.03.,26,26,16,10,5,11,NA
BT02220329S,Forsa,2022-03-29,2507,22.03.–28.03.,26,24,18,9,5,9,NA
BT05220329G,INSA,2022-03-29,2070,25.03.–28.03.,26,25,16.5,10,5.5,10.5,NA
BT03220402Y,Verian,2022-04-02,1428,23.03.–29.03.,26,25,18,9,5,9,NA
BT05220402H,INSA,2022-04-02,1501,25.03.–01.04.,26,26,16,10,4,11,NA
BT05220404I,INSA,2022-04-04,2063,01.04.–04.04.,26,25,17.5,10.5,4.5,10.5,NA
BT02220405T,Forsa,2022-04-05,2508,29.03.–04.04.,24,27,19,8,4,9,NA
BT01220407H,Infratest dimap,2022-04-07,1325,04.04.–06.04.,25,24,19,9,4,11,NA
BT06220408Y,Forschungsgruppe Wahlen,2022-04-08,1230,05.04.–07.04.,24,27,19,8,4,11,NA
BT03220409A,Verian,2022-04-09,1437,30.03.–05.04.,25,27,19,8,4,10,NA
BT05220409J,INSA,2022-04-09,1503,04.04.–08.04.,26,25,16,10,4,11,NA
BT05220411K,INSA,2022-04-11,2061,08.04.–11.04.,27,25,17.5,9,4.5,11,NA
BT02220412U,Forsa,2022-04-12,2500,05.04.–11.04.,24,27,19,8,4,9,NA
BT09220413F,Allensbach,2022-04-13,1075,25.03.–06.04.,24,28,17,9,6,9,NA
BT01220414I,Infratest dimap,2022-04-14,1226,11.04.–12.04.,26,24,18,8,4,11,NA
BT13220414Q,YouGov,2022-04-14,1643,08.04.–12.04.,26,21,18,9,6,12,NA
BT03220416B,Verian,2022-04-16,1960,06.04.–12.04.,25,26,19,8,4,10,NA
BT05220416L,INSA,2022-04-16,1402,11.04.–14.04.,26,25,17,10,5,10,NA
BT02220419V,Forsa,2022-04-19,1501,12.04.–14.04.,25,25,20,8,4,9,NA
BT05220419M,INSA,2022-04-19,2073,15.04.–18.04.,26,23.5,19,9,4.5,11,NA
BT03220423C,Verian,2022-04-23,1715,12.04.–19.04.,25,25,19,9,4,9,NA
BT05220423N,INSA,2022-04-23,1296,19.04.–22.04.,26,24,18,9,5,11,NA
BT05220425O,INSA,2022-04-25,2056,22.04.–25.04.,26.5,24,18,9,4.5,11.5,NA
BT02220426W,Forsa,2022-04-26,2507,19.04.–25.04.,25,24,20,9,4,9,NA
BT04220426A,GMS,2022-04-26,1003,20.04.–25.04.,26,26,18,8,4,9,NA
BT01220428J,Infratest dimap,2022-04-28,1314,25.04.–27.04.,26,24,18,9,3,11,NA
BT06220429A,Forschungsgruppe Wahlen,2022-04-29,1170,26.04.–28.04.,23,25,21,9,4,11,NA
BT03220430D,Verian,2022-04-30,1431,19.04.–26.04.,25,23,20,9,5,9,NA
BT05220501P,INSA,2022-05-01,1202,25.04.–29.04.,26,23,18,10,4,11,NA
BT05220502Q,INSA,2022-05-02,2146,29.04.–02.05.,27,23,19,9.5,4.5,10.5,NA
BT02220503X,Forsa,2022-05-03,2508,26.04.–02.05.,26,23,20,9,4,9,NA
BT03220507E,Verian,2022-05-07,1570,26.04.–03.05.,27,23,19,9,5,9,NA
BT05220507S,INSA,2022-05-07,1501,02.05.–06.05.,27,23,18,11,3,10,NA
BT05220509T,INSA,2022-05-09,2086,06.05.–09.05.,27.5,22.5,19,10,3.5,10.5,NA
BT02220510Y,Forsa,2022-05-10,2501,03.05.–09.05.,26,23,21,9,4,9,NA
BT01220512K,Infratest dimap,2022-05-12,1226,10.05.–11.05.,26,22,20,8,4,11,NA
BT13220512R,YouGov,2022-05-12,1659,06.05.–10.05.,28,20,19,9,5,10,NA
BT03220514F,Verian,2022-05-14,1426,04.05.–10.05.,26,22,20,9,5,10,NA
BT05220514U,INSA,2022-05-14,1501,09.05.–13.05.,27,22,18,10,4,10,NA
BT05220516V,INSA,2022-05-16,2147,13.05.–16.05.,28,21.5,20.5,9,3,11,NA
BT02220517A,Forsa,2022-05-17,2502,10.05.–16.05.,27,22,22,8,4,8,NA
BT06220520B,Forschungsgruppe Wahlen,2022-05-20,1162,17.05.–19.05.,26,22,24,7,4,10,NA
BT03220521G,Verian,2022-05-21,1425,11.05.–17.05.,26,22,21,8,5,10,NA
BT05220521W,INSA,2022-05-21,1214,16.05.–20.05.,28,21,19,10,3,10,NA
BT05220523X,INSA,2022-05-23,2100,20.05.–23.05.,28.5,22,20,8.5,3,10.5,NA
BT02220524B,Forsa,2022-05-24,2505,17.05.–23.05.,28,21,23,7,4,9,NA
BT09220527G,Allensbach,2022-05-27,1118,06.05.–18.05.,29,24,20.5,8,4.5,9,NA
BT03220528H,Verian,2022-05-28,1422,17.05.–24.05.,27,21,21,8,5,9,NA
BT05220528Y,INSA,2022-05-28,1337,23.05.–27.05.,27,23,19,9,4,9,NA
BT05220530A,INSA,2022-05-30,2056,27.05.–30.05.,27,22,20.5,8.5,3.5,10,NA
BT02220531C,Forsa,2022-05-31,2004,24.05.–30.05.,29,19,24,7,4,9,NA
BT04220531B,GMS,2022-05-31,1005,25.05.–30.05.,30,22,20,8,4,7,NA
BT01220602L,Infratest dimap,2022-06-02,1337,30.05.–01.06.,27,21,21,8,4,11,NA
BT03220604I,Verian,2022-06-04,1428,24.05.–31.05.,28,20,23,8,4,8,NA
BT05220604B,INSA,2022-06-04,1501,30.05.–03.06.,27,22,20,9,4,9,NA
BT02220607D,Forsa,2022-06-07,2002,31.05.–03.06.,27,19,23,8,4,10,NA
BT05220607C,INSA,2022-06-07,2055,03.06.–07.06.,27,20,21.5,9.5,3.5,10.5,NA
BT13220610S,YouGov,2022-06-10,1633,03.06.–07.06.,30,18,21,7,6,12,NA
BT03220611J,Verian,2022-06-11,1428,01.06.–07.06.,26,22,23,9,4,8,NA
BT05220611D,INSA,2022-06-11,1203,07.06.–10.06.,27,21,21,9,4,10,NA
BT05220613E,INSA,2022-06-13,2082,10.06.–13.06.,27.5,20,21,9.5,3.5,10.5,NA
BT02220614E,Forsa,2022-06-14,2511,07.06.–13.06.,27,20,23,8,4,9,NA
BT06220617C,Forschungsgruppe Wahlen,2022-06-17,1133,13.06.–15.06.,26,22,25,6,5,10,NA
BT03220618K,Verian,2022-06-18,1895,08.06.–14.06.,28,20,22,8,4,9,NA
BT05220619F,INSA,2022-06-19,1501,13.06.–17.06.,27,20,21,9,4,10,NA
BT05220620G,INSA,2022-06-20,2063,17.06.–20.06.,28,19.5,21,9.5,4,10,NA
BT02220621F,Forsa,2022-06-21,2504,14.06.–20.06.,28,19,23,8,4,9,NA
BT04220621C,GMS,2022-06-21,1003,15.06.–20.06.,29,21,21,8,4,8,NA
BT09220622H,Allensbach,2022-06-22,1046,03.06.–17.06.,27,23,22,8,4.5,10,NA
BT01220623M,Infratest dimap,2022-06-23,1248,21.06.–22.06.,26,20,23,8,4,12,NA
BT03220625L,Verian,2022-06-25,1769,14.06.–21.06.,26,20,24,8,4,10,NA
BT05220625H,INSA,2022-06-25,1414,20.06.–24.06.,26,20,22,9,4,11,NA
BT05220627I,INSA,2022-06-27,2101,24.06.–27.06.,27,20,21.5,9,4,10.5,NA
BT02220628G,Forsa,2022-06-28,2500,21.06.–27.06.,26,20,24,8,4,9,NA
BT06220701D,Forschungsgruppe Wahlen,2022-07-01,1186,28.06.–30.06.,27,21,25,6,5,10,NA
BT03220702M,Verian,2022-07-02,1410,21.06.–28.06.,26,20,25,8,4,10,NA
BT05220702J,INSA,2022-07-02,1253,27.06.–01.07.,27,20,22,9,4,11,NA
BT05220704K,INSA,2022-07-04,2066,01.07.–04.07.,28,19,21,9.5,4,11,NA
BT02220705H,Forsa,2022-07-05,2502,28.06.–02.07.,26,20,24,8,4,9,NA
BT01220707N,Infratest dimap,2022-07-07,1327,04.07.–06.07.,27,19,23,8,4,11,NA
BT13220708T,YouGov,2022-07-08,1655,01.07.–05.07.,28,19,20,7,5,12,NA
BT03220709N,Verian,2022-07-09,1426,28.06.–05.07.,25,20,24,7,5,10,NA
BT05220710L,INSA,2022-07-10,1202,04.07.–08.07.,28,19,22,8,4,10,NA
BT02220712I,Forsa,2022-07-12,2503,05.07.–11.07.,26,19,24,7,5,9,NA
BT05220712M,INSA,2022-07-12,2044,08.07.–11.07.,27,20,21,8.5,4.5,11,NA
BT06220715E,Forschungsgruppe Wahlen,2022-07-15,1167,12.07.–14.07.,26,21,25,6,5,11,NA
BT03220716O,Verian,2022-07-16,1433,06.07.–12.07.,25,20,24,8,4,11,NA
BT05220716N,INSA,2022-07-16,1277,11.07.–15.07.,26,19,22,8,5,11,NA
BT05220718O,INSA,2022-07-18,2062,15.07.–18.07.,26.5,18.5,22,8,4.5,12,NA
BT02220719J,Forsa,2022-07-19,2501,12.07.–18.07.,26,20,24,6,5,9,NA
BT01220721O,Infratest dimap,2022-07-21,1210,19.07.–20.07.,27,19,22,7,4,12,NA
BT03220723P,Verian,2022-07-23,1392,13.07.–19.07.,25,19,23,8,5,11,NA
BT05220723P,INSA,2022-07-23,1501,18.07.–22.07.,27,18,23,8,5,12,NA
BT05220725Q,INSA,2022-07-25,2043,22.07.–25.07.,26.5,18.5,22,8,5,12,NA
BT02220726K,Forsa,2022-07-26,2510,19.07.–25.07.,26,19,24,6,5,10,NA
BT09220727I,Allensbach,2022-07-27,1006,08.07.–21.07.,27.5,22,22,7,5,11,NA
BT04220727D,GMS,2022-07-27,1005,20.07.–25.07.,27,18,23,9,5,10,NA
BT03220730Q,Verian,2022-07-30,1413,19.07.–26.07.,26,21,22,7,5,11,NA
BT05220730R,INSA,2022-07-30,1202,25.07.–29.07.,26,19,22,9,5,12,NA
BT05220801S,INSA,2022-08-01,2144,29.07.–01.08.,26.5,18.5,22,8,5,12,NA
BT02220802L,Forsa,2022-08-02,2504,26.07.–01.08.,27,18,24,7,5,10,NA
BT01220804P,Infratest dimap,2022-08-04,1313,01.08.–03.08.,28,17,23,7,4,13,NA
BT03220806R,Verian,2022-08-06,1426,26.07.–02.08.,25,21,23,6,5,11,NA
BT05220806T,INSA,2022-08-06,1701,01.08.–05.08.,27,19,21,9,5,12,NA
BT05220808U,INSA,2022-08-08,2099,05.08.–08.08.,27,18,21.5,8,5.5,12.5,NA
BT02220809M,Forsa,2022-08-09,2504,02.08.–08.08.,26,18,24,7,5,10,NA
BT06220812F,Forschungsgruppe Wahlen,2022-08-12,1389,09.08.–11.08.,26,19,26,7,4,12,NA
BT13220812U,YouGov,2022-08-12,1595,05.08.–10.08.,27,19,21,6,6,14,NA
BT03220813S,Verian,2022-08-13,1422,03.08.–09.08.,27,21,22,7,5,11,NA
BT05220813V,INSA,2022-08-13,1502,05.08.–12.08.,27,19,22,9,5,12,NA
BT05220815W,INSA,2022-08-15,2146,12.08.–15.08.,28,19,22,8,5,12,NA
BT02220816N,Forsa,2022-08-16,2500,09.08.–15.08.,26,18,25,6,4,11,NA
BT01220818Q,Infratest dimap,2022-08-18,1273,16.08.–17.08.,28,18,23,7,4,12,NA
BT03220820T,Verian,2022-08-20,1429,10.08.–16.08.,28,20,23,6,4,12,NA
BT05220820X,INSA,2022-08-20,1427,15.08.–19.08.,28,19,21,8,5,12,NA
BT05220822Y,INSA,2022-08-22,2091,19.08.–22.08.,28,18.5,21,7.5,5.5,13,NA
BT02220823O,Forsa,2022-08-23,2505,16.08.–22.08.,26,18,25,7,4,11,NA
BT09220824J,Allensbach,2022-08-24,1038,05.08.–08.08.,29,19.5,21,8,5,12,NA
BT03220827U,Verian,2022-08-27,1431,17.08.–23.08.,26,19,23,7,5,12,NA
BT05220827A,INSA,2022-08-27,1204,22.08.–26.08.,28,20,21,8,5,12,NA
BT05220829B,INSA,2022-08-29,2138,26.08.–29.08.,27.5,19,20.5,8,5.5,13,NA
BT02220830P,Forsa,2022-08-30,2503,23.08.–29.08.,26,17,25,7,5,11,NA
BT01220901R,Infratest dimap,2022-09-01,1324,29.08.–31.08.,27,17,22,8,5,13,NA
BT03220903V,Verian,2022-09-03,1411,24.08.–30.08.,24,21,22,8,5,12,NA
BT05220903C,INSA,2022-09-03,1203,29.08.–02.09.,28,19,20,8,5,13,NA
BT02220906Q,Forsa,2022-09-06,2500,30.08.–05.09.,26,18,24,7,5,11,NA
BT05220906D,INSA,2022-09-06,2004,02.09.–05.09.,28,18,20.5,7.5,5.5,13.5,NA
BT06220909G,Forschungsgruppe Wahlen,2022-09-09,1299,06.09.–08.09.,28,19,23,6,5,13,NA
BT03220910W,Verian,2022-09-10,1416,31.08.–06.09.,25,20,21,8,5,12,NA
BT05220910E,INSA,2022-09-10,1443,05.09.–09.09.,27,19,20,8,5,13,NA
BT05220912F,INSA,2022-09-12,2039,09.09.–12.09.,28,18,20,8,5.5,13.5,NA
BT02220913R,Forsa,2022-09-13,2501,06.09.–13.09.,28,19,20,6,5,13,NA
BT01220915S,Infratest dimap,2022-09-15,1224,13.09.–14.09.,28,17,21,7,5,14,NA
BT09220916K,Allensbach,2022-09-16,1030,01.09.–14.09.,30,20,19,7,5.5,13,NA
BT13220916V,YouGov,2022-09-16,1635,09.09.–13.09.,29,16,19,6,7,14,NA
BT03220917X,Verian,2022-09-17,1443,07.09.–13.09.,26,20,21,7,5,13,NA
BT05220917G,INSA,2022-09-17,1476,12.09.–16.09.,28,19,19,7,6,13,NA
BT02220920S,Forsa,2022-09-20,2506,13.09.–19.09.,28,19,19,7,5,13,NA
BT05220920H,INSA,2022-09-20,2080,16.09.–19.09.,28.5,18.5,19,7.5,5.5,14,NA
BT04220921E,GMS,2022-09-21,1003,14.09.–20.09.,28,18,21,7,4,13,NA
BT03220924Y,Verian,2022-09-24,1444,14.09.–20.09.,27,19,20,7,5,14,NA
BT05220924I,INSA,2022-09-24,1255,19.09.–23.09.,28,19,19,8,5,14,NA
BT05220926J,INSA,2022-09-26,2102,23.09.–26.09.,27.5,18,19.5,8,5.5,15,NA
BT02220927T,Forsa,2022-09-27,2505,20.09.–26.09.,28,18,20,7,5,13,NA
BT06220930H,Forschungsgruppe Wahlen,2022-09-30,1355,27.09.–29.09.,27,18,22,7,5,14,NA
BT03221001A,Verian,2022-10-01,1381,22.09.–27.09.,27,19,21,8,5,13,NA
BT05221001K,INSA,2022-10-01,1210,26.09.–30.09.,28,19,18,8,6,15,NA
BT02221004U,Forsa,2022-10-04,2001,27.09.–30.09.,28,18,20,6,5,14,NA
BT05221004L,INSA,2022-10-04,2008,29.09.–04.10.,27.5,19,18.5,8,5.5,15,NA
BT01221006T,Infratest dimap,2022-10-06,1307,03.10.–05.10.,28,17,19,7,5,15,NA
BT03221008B,Verian,2022-10-08,1864,28.09.–04.10.,27,18,20,8,6,14,NA
BT05221008M,INSA,2022-10-08,1315,04.10.–07.10.,27,19,19,8,5,15,NA
BT05221010N,INSA,2022-10-10,2005,07.10.–10.10.,27.5,19.5,19,7.5,5,15,NA
BT02221011V,Forsa,2022-10-11,2501,04.10.–10.10.,28,18,20,6,5,14,NA
BT01221013U,Infratest dimap,2022-10-13,1225,11.10.–12.10.,26,19,20,6,5,15,NA
BT13221014W,YouGov,2022-10-14,1617,07.10.–12.10.,29,16,19,6,6,15,NA
BT03221015C,Verian,2022-10-15,1433,05.10.–11.10.,25,20,21,6,5,15,NA
BT05221016O,INSA,2022-10-16,1327,10.10.–14.10.,28,19,18,8,5,15,NA
BT05221017Q,INSA,2022-10-17,2000,14.10.–17.10.,27.5,19.5,18.5,7.5,4.5,15.5,NA
BT02221018W,Forsa,2022-10-18,2505,11.10.–17.10.,27,20,20,6,4,14,NA
BT09221020L,Allensbach,2022-10-20,1021,01.10.–13.10.,30.5,19,19,7,5,14,NA
BT06221021I,Forschungsgruppe Wahlen,2022-10-21,1389,18.10.–20.10.,28,19,21,6,5,15,NA
BT03221022D,Verian,2022-10-22,1435,12.10.–18.10.,23,22,20,7,4,16,NA
BT05221023R,INSA,2022-10-23,1503,17.10.–21.10.,27,20,18,8,5,15,NA
BT02221025X,Forsa,2022-10-25,2502,18.10.–24.10.,28,19,20,6,4,14,NA
BT05221025S,INSA,2022-10-25,2007,21.10.–24.10.,26.5,20.5,17.5,8.5,4.5,15,NA
BT04221026F,GMS,2022-10-26,1002,19.10.–25.10.,28,18,20,6,4,15,NA
BT03221029E,Verian,2022-10-29,1406,19.10.–25.10.,25,21,20,7,5,15,NA
BT05221030T,INSA,2022-10-30,1230,24.10.–28.10.,26,20,18,9,5,15,NA
BT05221101U,INSA,2022-11-01,2009,28.10.–31.10.,26,20.5,18,9,4.5,15,NA
BT02221102Y,Forsa,2022-11-02,2503,25.10.–31.10.,27,20,20,6,4,14,NA
BT01221103V,Infratest dimap,2022-11-03,1307,31.10.–02.11.,28,19,19,6,5,14,NA
BT03221105F,Verian,2022-11-05,1516,25.10.–02.11.,26,21,19,8,5,14,NA
BT05221106V,INSA,2022-11-06,1286,01.11.–04.11.,27,21,17,8,5,15,NA
BT05221107W,INSA,2022-11-07,2007,04.11.–07.11.,27,21,17.5,8,4.5,14.5,NA
BT02221108A,Forsa,2022-11-08,2502,01.11.–07.11.,28,19,19,6,5,14,NA
BT01221110W,Infratest dimap,2022-11-10,1225,08.11.–09.11.,28,18,19,7,4,14,NA
BT06221111J,Forschungsgruppe Wahlen,2022-11-11,1310,08.11.–10.11.,28,19,22,5,5,15,NA
BT13221111X,YouGov,2022-11-11,1608,04.11.–09.11.,29,18,20,5,7,16,NA
BT03221112G,Verian,2022-11-12,1442,02.11.–08.11.,26,21,20,7,5,14,NA
BT05221113X,INSA,2022-11-13,1255,08.11.–11.11.,28,21,18,7,4,15,NA
