Poll_ID,Pollster,Date,n,Period,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT06180914C,Forschungsgruppe Wahlen,2018-09-14,1339,11.09.–13.09.,30,20,16,7,8,15,NA
BT03180915X,Verian,2018-09-15,1978,06.09.–12.09.,30,18,13,9,10,15,NA
BT02180915K,Forsa,2018-09-15,2507,10.09.–14.09.,30,18,16,8,10,13,NA
BT09180918J,Allensbach,2018-09-18,1258,01.09.–13.09.,31.5,19.5,12.5,8.5,9,15,NA
BT01180920J,Infratest dimap,2018-09-20,1035,17.09.–19.09.,28,17,15,9,10,18,NA
BT03180922Y,Verian,2018-09-22,2368,13.09.–19.09.,28,17,14,9,11,16,NA
BT02180922L,Forsa,2018-09-22,2502,17.09.–21.09.,28,17,16,9,10,15,NA
BT04180927V,GMS,2018-09-27,1005,20.09.–26.09.,27,16,15,9,10,18,NA
BT13180927P,YouGov,2018-09-27,1504,21.09.–25.09.,27,17,14,9,11,18,NA
BT06180928D,Forschungsgruppe Wahlen,2018-09-28,1260,25.09.–27.09.,28,17,17,8,10,16,NA
BT03180929A,Verian,2018-09-29,1902,20.09.–26.09.,27,16,15,10,11,17,NA
BT02180929M,Forsa,2018-09-29,2501,24.09.–28.09.,28,16,17,9,10,15,NA
BT03181006B,Verian,2018-10-06,1515,27.09.–02.10.,27,17,16,9,10,16,NA
BT02181006N,Forsa,2018-10-06,2002,01.10.–05.10.,28,16,18,9,10,14,NA
BT04181011W,GMS,2018-10-11,1007,04.10.–10.10.,27,15,16,10,10,18,NA
BT01181011K,Infratest dimap,2018-10-11,1508,08.10.–10.10.,26,15,17,10,10,16,NA
BT03181013C,Verian,2018-10-13,1899,04.10.–10.10.,26,17,17,9,11,15,NA
BT02181013O,Forsa,2018-10-13,2504,08.10.–12.10.,28,16,19,9,9,14,NA
BT09181018K,Allensbach,2018-10-18,1259,28.09.–11.10.,29,19,15,8.5,9,15,NA
BT01181018L,Infratest dimap,2018-10-18,1040,16.10.–17.10.,25,14,19,11,9,16,NA
BT06181019E,Forschungsgruppe Wahlen,2018-10-19,1117,16.10.–18.10.,27,14,20,8,10,16,NA
BT03181020D,Verian,2018-10-20,1609,11.10.–17.10.,25,15,19,10,10,15,NA
BT02181020P,Forsa,2018-10-20,2502,15.10.–19.10.,27,14,21,9,9,15,NA
BT03181027E,Verian,2018-10-27,1905,18.10.–24.10.,24,15,20,10,10,16,NA
BT02181027Q,Forsa,2018-10-27,2509,22.10.–26.10.,26,14,21,9,10,14,NA
BT03181103F,Verian,2018-11-03,1815,25.10.–31.10.,25,14,21,9,10,15,NA
BT02181103R,Forsa,2018-11-03,2502,29.10.–02.11.,27,13,24,9,9,13,NA
BT13181107Q,YouGov,2018-11-07,1542,28.10.–04.11.,25,14,21,10,10,16,NA
BT06181109F,Forschungsgruppe Wahlen,2018-11-09,1200,06.11.–08.11.,27,14,22,9,9,14,NA
BT03181110G,Verian,2018-11-10,1518,05.11.–07.11.,25,15,22,8,9,15,NA
BT02181111S,Forsa,2018-11-11,2504,05.11.–09.11.,27,14,23,9,9,13,NA
BT01181115M,Infratest dimap,2018-11-15,1506,12.11.–14.11.,26,14,23,8,9,14,NA
BT03181117H,Verian,2018-11-17,1987,08.11.–14.11.,26,15,21,8,9,15,NA
BT02181117T,Forsa,2018-11-17,2503,12.11.–16.11.,28,14,23,9,9,12,NA
BT06181123G,Forschungsgruppe Wahlen,2018-11-23,1336,20.11.–22.11.,27,14,22,8,9,16,NA
BT03181124I,Verian,2018-11-24,2361,15.11.–21.11.,26,15,21,9,9,15,NA
BT02181124U,Forsa,2018-11-24,2507,19.11.–23.11.,27,14,23,9,8,14,NA
BT13181128R,YouGov,2018-11-28,1580,23.11.–27.11.,27,15,21,9,10,14,NA
BT01181129N,Infratest dimap,2018-11-29,1052,27.11.–28.11.,28,14,21,9,8,15,NA
BT09181130L,Allensbach,2018-11-30,1242,02.11.–15.11.,28,17,19,9.5,9,13.5,NA
BT03181201J,Verian,2018-12-01,1531,22.11.–28.11.,28,15,19,9,9,15,NA
BT02181201V,Forsa,2018-12-01,2505,26.11.–30.11.,27,14,22,9,8,14,NA
BT01181206O,Infratest dimap,2018-12-06,1502,03.12.–05.12.,30,14,20,8,8,14,NA
BT02181207W,Forsa,2018-12-07,2006,03.12.–06.12.,29,14,22,8,8,13,NA
BT03181208K,Verian,2018-12-08,2469,29.11.–05.12.,29,15,19,9,9,14,NA
BT02181210X,Forsa,2018-12-10,1506,07.12.–09.12.,32,14,19,8,8,13,NA
BT04181213X,GMS,2018-12-13,1005,06.12.–12.12.,30,14,19,9,9,15,NA
BT01181213P,Infratest dimap,2018-12-13,1048,11.12.–12.12.,31,15,20,8,8,13,NA
BT06181214H,Forschungsgruppe Wahlen,2018-12-14,1268,11.12.–13.12.,30,15,19,7,9,15,NA
BT03181215L,Verian,2018-12-15,1997,06.12.–12.12.,30,15,20,8,8,14,NA
BT02181215Y,Forsa,2018-12-15,2507,10.12.–14.12.,32,15,19,8,8,12,NA
BT09181220M,Allensbach,2018-12-20,1295,01.12.–12.12.,29,16.5,19,8.5,9,14,NA
BT03181222M,Verian,2018-12-22,1889,13.12.–19.12.,29,15,19,9,9,14,NA
BT02181222A,Forsa,2018-12-22,2504,17.12.–21.12.,31,14,20,8,8,13,NA
BT13181228S,YouGov,2018-12-28,1665,21.12.–27.12.,30,16,18,8,10,14,NA
BT02190105B,Forsa,2019-01-05,1503,02.01.–04.01.,32,15,19,8,9,12,NA
BT01190110Q,Infratest dimap,2019-01-10,1505,07.01.–09.01.,29,15,20,9,9,14,NA
BT06190111I,Forschungsgruppe Wahlen,2019-01-11,1267,08.01.–10.01.,29,14,21,8,9,14,NA
BT03190112N,Verian,2019-01-12,1964,03.01.–09.01.,31,15,18,8,9,14,NA
BT02190112C,Forsa,2019-01-12,2504,07.01.–11.01.,32,15,19,9,8,12,NA
BT03190119O,Verian,2019-01-19,1448,10.01.–16.01.,30,15,18,8,9,14,NA
BT02190119D,Forsa,2019-01-19,2503,14.01.–18.01.,32,15,19,9,8,12,NA
BT09190123N,Allensbach,2019-01-23,1249,05.01.–17.01.,31.5,16.5,18,8.5,8.5,13,NA
BT04190124Y,GMS,2019-01-24,1003,16.01.–23.01.,31,14,19,10,9,13,NA
BT01190124R,Infratest dimap,2019-01-24,1051,22.01.–23.01.,28,15,20,9,8,15,NA
BT06190125J,Forschungsgruppe Wahlen,2019-01-25,1285,22.01.–24.01.,31,14,20,8,9,13,NA
BT03190126P,Verian,2019-01-26,2017,17.01.–23.01.,29,16,19,9,9,14,NA
BT02190126E,Forsa,2019-01-26,2501,21.01.–25.01.,32,14,20,9,9,11,NA
BT13190131T,YouGov,2019-01-31,1578,25.01.–29.01.,32,15,18,8,9,14,NA
BT03190202Q,Verian,2019-02-02,1434,24.01.–30.01.,29,16,18,10,8,15,NA
BT02190202F,Forsa,2019-02-02,2501,28.01.–01.02.,32,15,19,9,8,12,NA
BT06190208K,Forschungsgruppe Wahlen,2019-02-08,1350,05.02.–07.02.,30,16,20,8,9,12,NA
BT03190209R,Verian,2019-02-09,1900,31.01.–06.02.,30,17,17,9,9,13,NA
BT02190209G,Forsa,2019-02-09,2500,04.02.–08.02.,31,15,19,10,8,12,NA
BT01190214S,Infratest dimap,2019-02-14,1503,11.02.–13.02.,29,17,19,9,8,13,NA
BT03190216S,Verian,2019-02-16,1891,07.02.–13.02.,30,19,15,8,10,13,NA
BT02190216H,Forsa,2019-02-16,2501,11.02.–15.02.,29,17,21,10,6,12,NA
BT09190219O,Allensbach,2019-02-19,1222,01.02.–13.02.,30,18,18.5,8,8,13.5,NA
BT01190221T,Infratest dimap,2019-02-21,1029,19.02.–20.02.,30,18,18,8,8,12,NA
BT06190222L,Forschungsgruppe Wahlen,2019-02-22,1266,19.02.–21.02.,31,15,20,7,9,13,NA
BT03190223T,Verian,2019-02-23,1511,14.02.–20.02.,29,19,16,9,9,13,NA
BT02190223I,Forsa,2019-02-23,2501,18.02.–22.02.,30,16,20,9,7,12,NA
BT13190227V,YouGov,2019-02-27,1620,22.02.–26.02.,30,18,17,9,9,13,NA
BT04190228A,GMS,2019-02-28,1005,21.02.–27.02.,31,16,18,9,9,14,NA
BT03190302U,Verian,2019-03-02,1420,21.02.–27.02.,29,18,16,8,10,14,NA
BT02190304J,Forsa,2019-03-04,2502,25.02.–01.03.,30,16,20,9,8,11,NA
BT03190309V,Verian,2019-03-09,1906,28.02.–06.03.,31,17,16,8,9,14,NA
BT02190309K,Forsa,2019-03-09,2501,04.03.–08.03.,31,15,19,9,8,12,NA
BT01190314U,Infratest dimap,2019-03-14,1508,11.03.–13.03.,29,17,19,8,9,13,NA
BT06190315M,Forschungsgruppe Wahlen,2019-03-15,1290,12.03.–14.03.,31,16,19,8,8,12,NA
BT03190316W,Verian,2019-03-16,1904,07.03.–13.03.,31,16,17,8,9,13,NA
BT02190316L,Forsa,2019-03-16,2505,11.03.–15.03.,31,15,19,10,7,12,NA
BT01190321V,Infratest dimap,2019-03-21,1041,19.03.–20.03.,29,18,19,9,8,12,NA
BT03190323X,Verian,2019-03-23,1518,14.03.–20.03.,31,17,17,8,8,14,NA
BT02190323M,Forsa,2019-03-23,2501,18.03.–22.03.,30,16,20,9,8,11,NA
BT09190327P,Allensbach,2019-03-27,1198,07.03.–21.03.,30,18,19,8.5,8.5,12,NA
BT06190328N,Forschungsgruppe Wahlen,2019-03-28,1325,25.03.–27.03.,30,15,19,9,9,13,NA
BT13190328A,YouGov,2019-03-28,1633,22.03.–26.03.,30,18,17,9,9,12,NA
BT03190330Y,Verian,2019-03-30,2361,21.03.–27.03.,30,16,17,9,9,13,NA
BT02190330N,Forsa,2019-03-30,2504,25.03.–29.03.,28,16,20,10,8,12,NA
BT04190404B,GMS,2019-04-04,1003,28.03.–03.04.,30,15,18,10,9,13,NA
BT01190404W,Infratest dimap,2019-04-04,1503,01.04.–03.04.,29,17,20,9,8,12,NA
BT03190406A,Verian,2019-04-06,2335,28.03.–03.04.,31,17,18,8,9,12,NA
BT02190406O,Forsa,2019-04-06,2501,01.04.–05.04.,29,16,20,10,8,12,NA
BT06190412O,Forschungsgruppe Wahlen,2019-04-12,1282,09.04.–11.04.,28,17,20,8,9,13,NA
BT03190413B,Verian,2019-04-13,2559,04.04.–10.04.,30,17,17,9,9,12,NA
BT02190413P,Forsa,2019-04-13,2501,08.04.–12.04.,29,16,19,10,8,12,NA
BT01190417X,Infratest dimap,2019-04-17,1051,15.04.–16.04.,29,16,21,8,8,13,NA
BT09190418Q,Allensbach,2019-04-18,1305,01.04.–12.04.,30,18.5,18,9,8,12.5,NA
BT03190420C,Verian,2019-04-20,2709,11.04.–17.04.,28,18,19,8,9,13,NA
BT02190422Q,Forsa,2019-04-22,2004,15.04.–18.04.,28,17,19,9,8,13,NA
BT03190427D,Verian,2019-04-27,1433,18.04.–24.04.,28,17,18,9,10,13,NA
BT02190429R,Forsa,2019-04-29,2009,18.04.–24.04.,27,17,20,8,9,13,NA
BT01190502Y,Infratest dimap,2019-05-02,1505,29.04.–30.04.,28,18,20,8,9,12,NA
BT13190503C,YouGov,2019-05-03,1642,26.04.–29.04.,29,18,17,9,9,13,NA
BT03190504E,Verian,2019-05-04,1903,25.04.–30.04.,28,17,19,9,9,13,NA
BT02190506S,Forsa,2019-05-06,2002,29.04.–03.05.,29,15,20,8,9,13,NA
BT04190509C,GMS,2019-05-09,1006,02.05.–08.05.,29,17,19,8,9,13,NA
BT06190510P,Forschungsgruppe Wahlen,2019-05-10,1357,07.05.–09.05.,30,16,20,7,8,14,NA
BT03190511F,Verian,2019-05-11,2393,02.05.–08.05.,29,16,19,9,9,13,NA
BT02190513T,Forsa,2019-05-13,2502,06.05.–10.05.,30,15,20,8,8,13,NA
BT03190518G,Verian,2019-05-18,1975,09.05.–15.05.,29,16,18,9,9,13,NA
BT02190520U,Forsa,2019-05-20,2503,13.05.–17.05.,29,16,19,8,9,13,NA
BT09190523R,Allensbach,2019-05-23,1283,03.05.–16.05.,30,17.5,17,9,8.5,13,NA
BT13190523D,YouGov,2019-05-23,1609,17.05.–21.05.,29,18,18,8,9,12,NA
BT03190525H,Verian,2019-05-25,1895,16.05.–22.05.,29,17,17,9,9,13,NA
BT02190527V,Forsa,2019-05-27,2500,20.05.–24.05.,28,17,18,8,8,13,NA
BT03190601I,Verian,2019-06-01,1413,23.05.–28.05.,28,16,20,8,8,13,NA
BT02190601W,Forsa,2019-06-01,2001,27.05.–31.05.,26,12,27,8,7,11,NA
BT06190606Q,Forschungsgruppe Wahlen,2019-06-06,1297,03.06.–05.06.,27,13,26,7,7,13,NA
BT01190606A,Infratest dimap,2019-06-06,1500,03.06.–05.06.,25,12,26,8,7,13,NA
BT03190608J,Verian,2019-06-08,1903,29.05.–05.06.,27,12,27,8,7,12,NA
BT02190608X,Forsa,2019-06-08,2501,03.06.–07.06.,24,12,27,8,8,12,NA
BT03190615K,Verian,2019-06-15,2377,06.06.–12.06.,25,12,27,8,8,13,NA
BT02190615Y,Forsa,2019-06-15,2001,11.06.–14.06.,24,11,27,9,8,13,NA
BT09190621S,Allensbach,2019-06-21,1273,01.06.–12.06.,29,12,25,8,8,12,NA
BT06190621R,Forschungsgruppe Wahlen,2019-06-21,1291,17.06.–19.06.,27,14,26,7,7,13,NA
BT03190622L,Verian,2019-06-22,1910,13.06.–18.06.,27,12,25,7,8,14,NA
BT02190622A,Forsa,2019-06-22,2500,17.06.–21.06.,24,12,27,8,8,13,NA
BT04190625D,GMS,2019-06-25,1004,18.06.–24.06.,26,13,26,8,8,13,NA
BT01190627B,Infratest dimap,2019-06-27,1051,24.06.–26.06.,26,13,25,9,7,12,NA
BT03190629M,Verian,2019-06-29,1906,21.06.–26.06.,26,13,25,8,8,14,NA
BT02190629B,Forsa,2019-06-29,2501,24.06.–28.06.,26,12,26,8,8,12,NA
BT13190703E,YouGov,2019-07-03,1644,28.06.–02.07.,26,13,25,7,8,13,NA
BT01190704C,Infratest dimap,2019-07-04,1506,01.07.–03.07.,25,13,26,8,8,13,NA
BT03190706N,Verian,2019-07-06,2389,27.06.–03.07.,26,13,24,7,9,14,NA
BT02190706C,Forsa,2019-07-06,2501,01.07.–05.07.,26,12,26,8,8,12,NA
BT03190713O,Verian,2019-07-13,2377,04.07.–10.07.,26,15,24,8,9,13,NA
BT02190713D,Forsa,2019-07-13,2500,08.07.–12.07.,26,13,25,7,8,13,NA
BT06190719S,Forschungsgruppe Wahlen,2019-07-19,1290,16.07.–18.07.,28,13,25,8,8,12,NA
BT03190720P,Verian,2019-07-20,1908,11.07.–17.07.,27,14,22,9,9,13,NA
BT02190720E,Forsa,2019-07-20,2500,15.07.–19.07.,27,13,24,8,8,12,NA
BT04190723E,GMS,2019-07-23,1002,17.07.–22.07.,28,13,25,8,8,12,NA
BT09190724T,Allensbach,2019-07-24,1228,01.07.–11.07.,29.5,14.5,23,7,8.5,11.5,NA
BT01190725D,Infratest dimap,2019-07-25,1046,22.07.–24.07.,26,13,26,9,8,12,NA
BT03190727Q,Verian,2019-07-27,1520,18.07.–24.07.,26,14,23,9,8,13,NA
BT02190727F,Forsa,2019-07-27,2502,22.07.–26.07.,27,13,24,9,7,13,NA
BT13190731F,YouGov,2019-07-31,1594,26.07.–29.07.,26,13,24,8,8,14,NA
BT01190801E,Infratest dimap,2019-08-01,1503,29.07.–31.07.,26,12,26,8,7,14,NA
BT03190803R,Verian,2019-08-03,1419,25.07.–31.07.,26,13,23,9,8,14,NA
BT02190803G,Forsa,2019-08-03,2501,29.07.–02.08.,27,13,23,9,8,13,NA
BT06190809T,Forschungsgruppe Wahlen,2019-08-09,1307,06.08.–08.08.,28,13,25,7,7,13,NA
BT03190810S,Verian,2019-08-10,2388,01.08.–07.08.,26,14,22,9,9,14,NA
BT02190810H,Forsa,2019-08-10,2503,05.08.–09.08.,26,12,25,8,8,13,NA
BT03190817T,Verian,2019-08-17,1897,08.08.–14.08.,27,14,22,8,9,14,NA
BT02190817I,Forsa,2019-08-17,2501,12.08.–16.08.,25,13,24,9,8,13,NA
BT09190821U,Allensbach,2019-08-21,1262,02.08.–15.08.,29.5,13.5,24,7,8,12.5,NA
BT01190822F,Infratest dimap,2019-08-22,1063,20.08.–21.08.,26,14,25,7,7,14,NA
BT03190824U,Verian,2019-08-24,1555,15.08.–21.08.,27,15,23,8,8,14,NA
BT02190824J,Forsa,2019-08-24,2504,19.08.–23.08.,26,14,23,9,8,13,NA
BT03190831V,Verian,2019-08-31,1434,22.08.–28.08.,29,15,22,7,7,14,NA
BT02190831K,Forsa,2019-08-31,2501,26.08.–30.08.,27,15,23,9,7,12,NA
BT06190905U,Forschungsgruppe Wahlen,2019-09-05,1270,02.09.–04.09.,28,15,24,6,7,13,NA
BT01190905G,Infratest dimap,2019-09-05,1514,03.09.–04.09.,27,14,23,7,7,15,NA
BT03190907X,Verian,2019-09-07,1884,29.08.–04.09.,29,16,21,7,8,14,NA
BT02190907L,Forsa,2019-09-07,2503,02.09.–06.09.,27,15,23,8,6,13,NA
BT13190911G,YouGov,2019-09-11,1632,06.09.–10.09.,27,15,22,6,8,14,NA
BT04190913F,GMS,2019-09-13,1005,06.09.–12.09.,27,16,23,7,8,12,NA
BT03190914Y,Verian,2019-09-14,2835,05.09.–11.09.,28,16,21,8,7,15,NA
BT02190914M,Forsa,2019-09-14,2503,09.09.–13.09.,27,15,22,8,7,14,NA
BT09190917V,Allensbach,2019-09-17,1255,01.09.–12.09.,29,15,22,7,8,14,NA
BT01190919H,Infratest dimap,2019-09-19,1067,17.09.–18.09.,27,14,23,8,8,14,NA
BT03190921A,Verian,2019-09-21,1639,12.09.–18.09.,29,15,21,8,8,14,NA
BT02190921N,Forsa,2019-09-21,2500,16.09.–20.09.,27,15,22,8,7,13,NA
BT06190927V,Forschungsgruppe Wahlen,2019-09-27,1325,24.09.–26.09.,27,13,27,6,7,14,NA
BT03190928B,Verian,2019-09-28,1719,19.09.–25.09.,27,16,21,7,8,15,NA
BT02190928O,Forsa,2019-09-28,2505,23.09.–27.09.,27,13,23,9,7,13,NA
BT13191003H,YouGov,2019-10-03,1573,27.09.–01.10.,26,13,22,8,8,15,NA
BT03191005C,Verian,2019-10-05,1449,26.09.–01.10.,27,15,21,8,8,15,NA
BT02191005P,Forsa,2019-10-05,2505,30.09.–04.10.,28,14,22,8,7,13,NA
BT04191008G,GMS,2019-10-08,1002,01.10.–07.10.,27,14,22,8,7,15,NA
BT01191010I,Infratest dimap,2019-10-10,1504,07.10.–09.10.,28,13,24,7,8,14,NA
BT03191012D,Verian,2019-10-12,1916,02.10.–09.10.,28,14,21,7,8,15,NA
BT02191012Q,Forsa,2019-10-12,2500,07.10.–11.10.,27,14,23,8,8,12,NA
BT09191016W,Allensbach,2019-10-16,1238,27.09.–10.10.,29.5,16,23.5,6.5,7,13,NA
BT01191017J,Infratest dimap,2019-10-17,1062,14.10.–16.10.,28,14,22,7,8,14,NA
BT06191018W,Forschungsgruppe Wahlen,2019-10-18,1226,15.10.–17.10.,29,14,24,6,8,13,NA
BT03191019E,Verian,2019-10-19,1444,10.10.–16.10.,29,15,20,7,9,13,NA
BT02191019R,Forsa,2019-10-19,2501,14.10.–18.10.,27,14,22,8,8,13,NA
BT03191026F,Verian,2019-10-26,1441,17.10.–23.10.,29,15,20,8,9,14,NA
BT02191026S,Forsa,2019-10-26,2501,21.10.–25.10.,29,14,20,8,8,13,NA
BT03191102G,Verian,2019-11-02,1920,24.10.–30.10.,27,16,18,9,9,15,NA
BT02191102T,Forsa,2019-11-02,2502,28.10.–01.11.,28,13,20,8,10,13,NA
BT13191106I,YouGov,2019-11-06,1583,31.10.–05.11.,27,13,22,7,10,14,NA
BT01191107K,Infratest dimap,2019-11-07,1507,04.11.–06.11.,26,14,22,8,9,14,NA
BT06191108X,Forschungsgruppe Wahlen,2019-11-08,1264,05.11.–07.11.,27,14,22,7,10,14,NA
BT03191109H,Verian,2019-11-09,1431,30.10.–06.11.,26,16,18,10,10,14,NA
BT02191109U,Forsa,2019-11-09,2501,04.11.–08.11.,26,13,21,9,10,13,NA
BT01191114B,Infratest dimap,2019-11-14,1046,12.11.–13.11.,25,15,22,7,9,14,NA
BT03191116I,Verian,2019-11-16,1525,07.11.–13.11.,27,17,18,8,10,14,NA
BT02191116V,Forsa,2019-11-16,2501,11.11.–15.11.,26,15,19,9,10,13,NA
BT09191119X,Allensbach,2019-11-19,1298,02.11.–13.11.,29.5,14,21.5,7.5,8,14.5,NA
BT03191123J,Verian,2019-11-23,1905,13.11.–20.11.,28,15,20,9,9,13,NA
BT02191123W,Forsa,2019-11-23,2501,18.11.–22.11.,26,14,21,9,9,13,NA
BT13191127J,YouGov,2019-11-27,1648,22.11.–26.11.,26,13,22,7,10,15,NA
BT06191129Y,Forschungsgruppe Wahlen,2019-11-29,1340,26.11.–28.11.,27,13,23,7,10,14,NA
BT03191130K,Verian,2019-11-30,1910,20.11.–27.11.,28,15,20,8,9,14,NA
BT02191130X,Forsa,2019-11-30,2500,25.11.–29.11.,27,14,22,8,8,13,NA
BT04191203H,GMS,2019-12-03,1004,27.11.–02.12.,27,14,21,9,8,15,NA
BT01191205C,Infratest dimap,2019-12-05,1507,02.12.–04.12.,25,13,23,9,8,15,NA
BT03191207L,Verian,2019-12-07,1876,28.11.–04.12.,28,16,20,9,8,13,NA
BT02191207Y,Forsa,2019-12-07,2502,02.12.–06.12.,28,11,22,9,8,14,NA
BT01191212D,Infratest dimap,2019-12-12,1038,10.12.–11.12.,27,14,21,8,8,15,NA
BT06191213A,Forschungsgruppe Wahlen,2019-12-13,1366,10.12.–12.12.,27,13,23,8,9,14,NA
BT03191214M,Verian,2019-12-14,1978,05.12.–11.12.,28,16,20,9,9,13,NA
BT02191214A,Forsa,2019-12-14,2502,09.12.–13.12.,28,12,22,8,9,13,NA
BT13191218K,YouGov,2019-12-18,1586,13.12.–17.12.,27,13,21,7,10,15,NA
BT09191219Y,Allensbach,2019-12-19,1270,01.12.–11.12.,28.5,15,21,7,8.5,15,NA
BT03191221N,Verian,2019-12-21,1899,12.12.–18.12.,27,15,20,9,9,14,NA
BT02191221B,Forsa,2019-12-21,2501,16.12.–20.12.,28,13,22,8,8,13,NA
BT04200103I,GMS,2020-01-03,1005,27.12.–02.01.,28,13,21,9,8,14,NA
BT01200109E,Infratest dimap,2020-01-09,1506,07.01.–08.01.,27,13,23,9,8,14,NA
BT03200111O,Verian,2020-01-11,1829,19.12.–08.01.,27,14,21,9,9,14,NA
BT02200111D,Forsa,2020-01-11,2503,06.01.–10.01.,28,12,22,9,8,13,NA
BT06200116B,Forschungsgruppe Wahlen,2020-01-16,1282,13.01.–15.01.,27,14,23,7,9,14,NA
BT03200118P,Verian,2020-01-18,2009,09.01.–15.01.,26,15,21,9,9,14,NA
BT02200118E,Forsa,2020-01-18,2504,13.01.–17.01.,28,13,22,8,9,13,NA
BT01200123F,Infratest dimap,2020-01-23,1043,21.01.–22.01.,26,14,24,8,8,14,NA
BT03200125Q,Verian,2020-01-25,2100,16.01.–22.01.,26,14,21,9,10,15,NA
BT02200125F,Forsa,2020-01-25,2507,20.01.–24.01.,28,12,23,9,9,12,NA
BT09200129A,Allensbach,2020-01-29,1273,09.01.–22.01.,28.5,14,23.5,8,8,13,NA
BT03200201R,Verian,2020-02-01,1442,23.01.–29.01.,27,15,21,8,9,14,NA
BT02200201G,Forsa,2020-02-01,2504,27.01.–31.01.,28,12,23,9,9,11,NA
BT01200206G,Infratest dimap,2020-02-06,1503,03.02.–05.02.,27,14,22,8,9,14,NA
BT06200207C,Forschungsgruppe Wahlen,2020-02-07,1067,04.02.–06.02.,27,14,22,6,10,14,NA
BT02200208H,Forsa,2020-02-08,2503,03.02.–07.02.,28,14,23,8,9,10,NA
BT03200209S,Verian,2020-02-09,1889,30.01.–05.02.,28,15,20,8,9,15,NA
BT01200213H,Infratest dimap,2020-02-13,1007,11.02.–13.02.,26,16,22,7,9,14,NA
BT03200215T,Verian,2020-02-15,1886,06.02.–12.02.,28,15,20,6,10,15,NA
BT02200215I,Forsa,2020-02-15,2502,10.02.–14.02.,27,14,24,6,10,11,NA
BT09200219B,Allensbach,2020-02-19,1262,01.02.–12.02.,27.5,14.5,23,8,9.5,13,NA
BT03200222U,Verian,2020-02-22,1417,13.02.–19.02.,27,15,20,7,10,14,NA
BT02200222J,Forsa,2020-02-22,2504,17.02.–21.02.,27,14,24,7,10,10,NA
BT02200229K,Forsa,2020-02-29,2505,24.02.–28.02.,27,16,24,5,10,10,NA
BT03200301V,Verian,2020-03-01,1509,20.02.–27.02.,25,16,22,6,10,14,NA
BT01200305I,Infratest dimap,2020-03-05,1502,02.03.–04.03.,27,16,23,6,9,12,NA
BT06200306D,Forschungsgruppe Wahlen,2020-03-06,1276,03.03.–05.03.,26,16,23,6,8,14,NA
BT13200306L,YouGov,2020-03-06,1632,28.02.–02.03.,27,15,21,6,10,14,NA
BT02200307L,Forsa,2020-03-07,2503,02.03.–06.03.,26,15,24,6,10,11,NA
BT03200308W,Verian,2020-03-08,1423,27.02.–04.03.,24,17,22,7,9,14,NA
BT03200314X,Verian,2020-03-14,1414,04.03.–11.03.,26,17,21,7,8,14,NA
BT02200314M,Forsa,2020-03-14,2503,09.03.–13.03.,29,14,22,6,10,11,NA
BT01200319J,Infratest dimap,2020-03-19,1035,17.03.–18.03.,30,14,23,7,9,10,NA
BT03200321Y,Verian,2020-03-21,1603,12.03.–18.03.,28,16,21,7,9,13,NA
BT02200321N,Forsa,2020-03-21,2504,16.03.–20.03.,32,15,20,7,9,9,NA
BT09200325C,Allensbach,2020-03-25,1219,05.03.–18.03.,29,16.5,23,7,8,11.5,NA
BT02200326O,Forsa,2020-03-26,1502,23.03.–25.03.,36,16,17,6,8,9,NA
BT06200327E,Forschungsgruppe Wahlen,2020-03-27,1473,23.03.–26.03.,33,15,22,6,8,10,NA
BT03200328A,Verian,2020-03-28,1441,18.03.–25.03.,32,18,19,6,9,11,NA
BT02200328P,Forsa,2020-03-28,2511,23.03.–27.03.,36,16,17,6,8,9,NA
BT01200402K,Infratest dimap,2020-04-02,1502,30.03.–01.04.,34,16,22,5,7,10,NA
BT13200403M,YouGov,2020-04-03,1615,27.03.–30.03.,34,16,18,6,9,12,NA
BT03200404B,Verian,2020-04-04,1426,25.03.–01.04.,33,18,18,6,9,11,NA
BT02200404Q,Forsa,2020-04-04,2506,30.03.–03.04.,37,17,16,6,8,9,NA
BT06200409F,Forschungsgruppe Wahlen,2020-04-09,1175,06.04.–08.04.,35,17,20,5,7,10,NA
BT03200411C,Verian,2020-04-11,1912,02.04.–08.04.,37,17,16,6,9,10,NA
BT02200411R,Forsa,2020-04-11,2001,06.04.–09.04.,37,17,16,5,8,10,NA
BT01200416L,Infratest dimap,2020-04-16,1057,14.04.–15.04.,38,17,19,5,7,9,NA
BT03200418D,Verian,2020-04-18,1534,09.04.–15.04.,37,18,16,7,8,9,NA
BT02200418S,Forsa,2020-04-18,2002,14.04.–17.04.,39,16,15,5,8,10,NA
BT09200424D,Allensbach,2020-04-24,1152,01.04.–15.04.,38,16,19,6,7,9,NA
BT06200424G,Forschungsgruppe Wahlen,2020-04-24,1323,20.04.–23.04.,39,16,18,5,7,9,NA
BT03200425E,Verian,2020-04-25,2003,16.04.–22.04.,38,16,15,6,9,11,NA
BT02200425T,Forsa,2020-04-25,2505,20.04.–24.04.,39,16,15,6,8,9,NA
BT04200427J,GMS,2020-04-27,1002,20.04.–27.04.,38,16,16,6,8,10,NA
BT13200430O,YouGov,2020-04-30,1636,23.04.–27.04.,37,16,16,5,9,11,NA
BT03200502F,Verian,2020-05-02,1443,22.04.–29.04.,37,15,15,6,9,12,NA
